sales_id,order_id,product_id,price_per_unit,quantity,total_sales,customer_id,order_date,order_month,delivery_date,age,city,state,country,gender,product_type,product_name,size,colour
17,4,769,109,1,109,433,2021-05-06,5,2021-05-19,46,West Michaelport,Tasmania,Australia,Others,Jacket,Peacoat,XL,violet
18,4,923,96,3,288,433,2021-05-06,5,2021-05-19,46,West Michaelport,Tasmania,Australia,Others,Trousers,Drawstring,L,yellow
19,4,12,96,2,192,433,2021-05-06,5,2021-05-19,46,West Michaelport,Tasmania,Australia,Others,Shirt,Oxford Cloth,M,yellow
20,5,148,91,2,182,441,2021-03-23,3,2021-03-24,53,South Rileyview,Western Australia,Australia,Others,Shirt,Linen,L,orange
21,5,475,118,2,236,441,2021-03-23,3,2021-03-24,53,South Rileyview,Western Australia,Australia,Others,Jacket,Puffer,XS,blue
22,5,1,96,3,288,441,2021-03-23,3,2021-03-24,53,South Rileyview,Western Australia,Australia,Others,Shirt,Oxford Cloth,S,red
23,5,830,117,3,351,441,2021-03-23,3,2021-03-24,53,South Rileyview,Western Australia,Australia,Others,Jacket,Shearling,XS,indigo
24,5,1209,105,3,315,441,2021-03-23,3,2021-03-24,53,South Rileyview,Western Australia,Australia,Others,Trousers,Pleated,XL,green
25,5,635,93,3,279,441,2021-03-23,3,2021-03-24,53,South Rileyview,Western Australia,Australia,Others,Jacket,Coach,XS,orange
26,5,639,93,3,279,441,2021-03-23,3,2021-03-24,53,South Rileyview,Western Australia,Australia,Others,Jacket,Coach,XL,orange
27,5,695,113,1,113,441,2021-03-23,3,2021-03-24,53,South Rileyview,Western Australia,Australia,Others,Jacket,Parka,XS,violet
28,6,38,104,2,208,800,2021-09-09,9,2021-10-05,49,Daughertyport,Queensland,Australia,Others,Shirt,Dress,L,red
29,6,473,118,2,236,800,2021-09-09,9,2021-10-05,49,Daughertyport,Queensland,Australia,Others,Jacket,Puffer,L,green
30,6,242,106,1,106,800,2021-09-09,9,2021-10-05,49,Daughertyport,Queensland,Australia,Others,Shirt,Chambray,M,violet
31,6,804,91,2,182,800,2021-09-09,9,2021-10-05,49,Daughertyport,Queensland,Australia,Others,Jacket,Pullover,XL,violet
32,7,850,113,2,226,626,2021-04-05,4,2021-04-11,64,Walterstad,New South Wales,Australia,Others,Trousers,Chinos,XS,yellow
33,7,1162,99,3,297,626,2021-04-05,4,2021-04-11,64,Walterstad,New South Wales,Australia,Others,Trousers,High-Waisted,M,orange
34,8,765,109,1,109,58,2021-04-12,4,2021-05-01,39,Amelieburgh,New South Wales,Australia,Others,Jacket,Peacoat,XS,violet
35,8,256,95,2,190,58,2021-04-12,4,2021-05-01,39,Amelieburgh,New South Wales,Australia,Others,Shirt,Polo,S,yellow
36,9,203,98,1,98,852,2021-05-01,5,2021-05-11,67,O'connertown,Tasmania,Australia,Others,Shirt,Camp Collared,L,indigo
37,9,486,118,2,236,852,2021-05-01,5,2021-05-11,67,O'connertown,Tasmania,Australia,Others,Jacket,Puffer,S,violet
38,9,708,119,1,119,852,2021-05-01,5,2021-05-11,67,O'connertown,Tasmania,Australia,Others,Jacket,Trench Coat,L,orange
39,9,1040,90,2,180,852,2021-05-01,5,2021-05-11,67,O'connertown,Tasmania,Australia,Others,Trousers,Relaxed Leg,XS,indigo
40,9,917,96,3,288,852,2021-05-01,5,2021-05-11,67,O'connertown,Tasmania,Australia,Others,Trousers,Drawstring,M,orange
41,9,1061,93,2,186,852,2021-05-01,5,2021-05-11,67,O'connertown,Tasmania,Australia,Others,Trousers,Joggers,S,yellow
42,9,35,104,2,208,852,2021-05-01,5,2021-05-11,67,O'connertown,Tasmania,Australia,Others,Shirt,Dress,XS,red
43,10,325,109,3,327,659,2021-10-15,10,2021-10-16,57,Sophiemouth,Tasmania,Australia,Others,Shirt,Mandarin Collar,XS,yellow
44,10,860,113,2,226,659,2021-10-15,10,2021-10-16,57,Sophiemouth,Tasmania,Australia,Others,Trousers,Chinos,XS,blue
45,10,426,107,3,321,659,2021-10-15,10,2021-10-16,57,Sophiemouth,Tasmania,Australia,Others,Jacket,Denim,S,orange
46,11,877,94,2,188,785,2021-06-15,6,2021-06-30,54,Port Adamburgh,Northern Territory,Australia,Others,Trousers,Cords,M,red
47,11,780,91,3,273,785,2021-06-15,6,2021-06-30,54,Port Adamburgh,Northern Territory,Australia,Others,Jacket,Pullover,XS,yellow
48,12,782,91,1,91,120,2021-06-30,6,2021-07-11,60,Carterbury,Queensland,Australia,Others,Jacket,Pullover,M,yellow
49,12,632,93,2,186,120,2021-06-30,6,2021-07-11,60,Carterbury,Queensland,Australia,Others,Jacket,Coach,M,red
50,12,846,113,3,339,120,2021-06-30,6,2021-07-11,60,Carterbury,Queensland,Australia,Others,Trousers,Chinos,S,orange
51,12,180,98,1,98,120,2021-06-30,6,2021-07-11,60,Carterbury,Queensland,Australia,Others,Shirt,Camp Collared,XS,orange
52,13,217,106,2,212,204,2021-10-15,10,2021-10-31,60,East Jakeberg,New South Wales,Australia,Female,Shirt,Chambray,M,orange
53,13,95,118,3,354,204,2021-10-15,10,2021-10-31,60,East Jakeberg,New South Wales,Australia,Female,Shirt,Flannel,XS,indigo
54,13,800,91,2,182,204,2021-10-15,10,2021-10-31,60,East Jakeberg,New South Wales,Australia,Female,Jacket,Pullover,XS,violet
55,13,835,117,1,117,204,2021-10-15,10,2021-10-31,60,East Jakeberg,New South Wales,Australia,Female,Jacket,Shearling,XS,violet
56,13,1249,112,2,224,204,2021-10-15,10,2021-10-31,60,East Jakeberg,New South Wales,Australia,Female,Trousers,Tracksuit Bottoms,XL,blue
57,13,753,109,2,218,204,2021-10-15,10,2021-10-31,60,East Jakeberg,New South Wales,Australia,Female,Jacket,Peacoat,L,green
58,13,114,92,3,276,204,2021-10-15,10,2021-10-31,60,East Jakeberg,New South Wales,Australia,Female,Shirt,Denim,XL,orange
59,14,1202,105,2,210,957,2021-03-29,3,2021-04-12,75,Samanthaberg,South Australia,Australia,Male,Trousers,Pleated,M,yellow
60,14,227,106,3,318,957,2021-03-29,3,2021-04-12,75,Samanthaberg,South Australia,Australia,Male,Shirt,Chambray,M,green
61,14,108,92,2,184,957,2021-03-29,3,2021-04-12,75,Samanthaberg,South Australia,Australia,Male,Shirt,Denim,L,red
62,14,91,118,3,354,957,2021-03-29,3,2021-04-12,75,Samanthaberg,South Australia,Australia,Male,Shirt,Flannel,S,blue
63,14,909,94,2,188,957,2021-03-29,3,2021-04-12,75,Samanthaberg,South Australia,Australia,Male,Trousers,Cords,XL,violet
64,15,699,113,3,339,468,2021-09-22,9,2021-10-08,67,West Isla,Tasmania,Australia,Others,Jacket,Parka,XL,violet
65,15,1195,105,3,315,468,2021-09-22,9,2021-10-08,67,West Isla,Tasmania,Australia,Others,Trousers,Pleated,XS,orange
66,15,291,105,2,210,468,2021-09-22,9,2021-10-08,67,West Isla,Tasmania,Australia,Others,Shirt,Cuban Collar,S,yellow
67,15,972,97,3,291,468,2021-09-22,9,2021-10-08,67,West Isla,Tasmania,Australia,Others,Trousers,Slim-Fit,M,indigo
68,15,1212,105,2,210,468,2021-09-22,9,2021-10-08,67,West Isla,Tasmania,Australia,Others,Trousers,Pleated,M,blue
69,16,7,96,3,288,564,2021-07-07,7,2021-07-08,34,North Marcusland,Northern Territory,Australia,Others,Shirt,Oxford Cloth,M,orange
70,16,381,94,3,282,564,2021-07-07,7,2021-07-08,34,North Marcusland,Northern Territory,Australia,Others,Shirt,Henley,S,violet
71,16,17,96,2,192,564,2021-07-07,7,2021-07-08,34,North Marcusland,Northern Territory,Australia,Others,Shirt,Oxford Cloth,M,green
72,16,297,105,2,210,564,2021-07-07,7,2021-07-08,34,North Marcusland,Northern Territory,Australia,Others,Shirt,Cuban Collar,M,green
73,16,28,96,1,96,564,2021-07-07,7,2021-07-08,34,North Marcusland,Northern Territory,Australia,Others,Shirt,Oxford Cloth,L,indigo
74,16,934,96,1,96,564,2021-07-07,7,2021-07-08,34,North Marcusland,Northern Territory,Australia,Others,Trousers,Drawstring,XL,blue
75,16,324,109,3,327,564,2021-07-07,7,2021-07-08,34,North Marcusland,Northern Territory,Australia,Others,Shirt,Mandarin Collar,XL,orange
76,16,578,100,2,200,564,2021-07-07,7,2021-07-08,34,North Marcusland,Northern Territory,Australia,Others,Jacket,Bomber,L,green
77,16,273,95,1,95,564,2021-07-07,7,2021-07-08,34,North Marcusland,Northern Territory,Australia,Others,Shirt,Polo,L,indigo
78,17,132,92,2,184,614,2021-02-09,2,2021-02-11,45,Samuelside,New South Wales,Australia,Others,Shirt,Denim,M,indigo
79,17,791,91,2,182,614,2021-02-09,2,2021-02-11,45,Samuelside,New South Wales,Australia,Others,Jacket,Pullover,S,blue
80,17,463,118,1,118,614,2021-02-09,2,2021-02-11,45,Samuelside,New South Wales,Australia,Others,Jacket,Puffer,L,orange
81,17,1066,93,2,186,614,2021-02-09,2,2021-02-11,45,Samuelside,New South Wales,Australia,Others,Trousers,Joggers,S,green
82,18,35,104,1,104,299,2021-01-01,1,2021-01-03,32,Lake Amelia,Victoria,Australia,Others,Shirt,Dress,XS,red
83,18,970,97,3,291,299,2021-01-01,1,2021-01-03,32,Lake Amelia,Victoria,Australia,Others,Trousers,Slim-Fit,XS,indigo
84,18,285,105,1,105,299,2021-01-01,1,2021-01-03,32,Lake Amelia,Victoria,Australia,Others,Shirt,Cuban Collar,XS,orange
85,18,1110,115,3,345,299,2021-01-01,1,2021-01-03,32,Lake Amelia,Victoria,Australia,Others,Trousers,Cropped,XS,indigo
86,18,452,107,1,107,299,2021-01-01,1,2021-01-03,32,Lake Amelia,Victoria,Australia,Others,Jacket,Denim,M,violet
87,19,71,118,1,118,513,2021-08-30,8,2021-09-10,39,Port Ali,Tasmania,Australia,Others,Shirt,Flannel,S,red
88,19,347,109,2,218,513,2021-08-30,8,2021-09-10,39,Port Ali,Tasmania,Australia,Others,Shirt,Mandarin Collar,M,violet
89,19,316,109,2,218,513,2021-08-30,8,2021-09-10,39,Port Ali,Tasmania,Australia,Others,Shirt,Mandarin Collar,S,red
90,19,809,117,3,351,513,2021-08-30,8,2021-09-10,39,Port Ali,Tasmania,Australia,Others,Jacket,Shearling,XL,red
91,19,682,113,3,339,513,2021-08-30,8,2021-09-10,39,Port Ali,Tasmania,Australia,Others,Jacket,Parka,M,green
92,20,596,112,2,224,789,2021-01-13,1,2021-01-20,36,Aliceland,Western Australia,Australia,Others,Jacket,Cardigan,S,red
93,20,85,118,3,354,789,2021-01-13,1,2021-01-20,36,Aliceland,Western Australia,Australia,Others,Shirt,Flannel,XS,green
94,20,571,100,1,100,789,2021-01-13,1,2021-01-20,36,Aliceland,Western Australia,Australia,Others,Jacket,Bomber,S,yellow
95,20,1114,115,3,345,789,2021-01-13,1,2021-01-20,36,Aliceland,Western Australia,Australia,Others,Trousers,Cropped,XL,indigo
96,20,514,102,3,306,789,2021-01-13,1,2021-01-20,36,Aliceland,Western Australia,Australia,Others,Jacket,Windbreaker,XL,blue
97,20,681,113,1,113,789,2021-01-13,1,2021-01-20,36,Aliceland,Western Australia,Australia,Others,Jacket,Parka,S,green
98,20,1114,115,1,115,789,2021-01-13,1,2021-01-20,36,Aliceland,Western Australia,Australia,Others,Trousers,Cropped,XL,indigo
99,21,7,96,1,96,124,2021-04-04,4,2021-04-17,54,Donnellyfort,New South Wales,Australia,Others,Shirt,Oxford Cloth,M,orange
100,21,298,105,2,210,124,2021-04-04,4,2021-04-17,54,Donnellyfort,New South Wales,Australia,Others,Shirt,Cuban Collar,L,green
101,21,906,94,2,188,124,2021-04-04,4,2021-04-17,54,Donnellyfort,New South Wales,Australia,Others,Trousers,Cords,S,violet
102,22,20,96,1,96,180,2021-05-28,5,2021-06-09,21,Chasemouth,Western Australia,Australia,Others,Shirt,Oxford Cloth,XS,blue
103,22,1040,90,2,180,180,2021-05-28,5,2021-06-09,21,Chasemouth,Western Australia,Australia,Others,Trousers,Relaxed Leg,XS,indigo
104,22,134,92,1,92,180,2021-05-28,5,2021-06-09,21,Chasemouth,Western Australia,Australia,Others,Shirt,Denim,XL,indigo
105,22,172,91,2,182,180,2021-05-28,5,2021-06-09,21,Chasemouth,Western Australia,Australia,Others,Shirt,Linen,M,violet
106,22,321,109,3,327,180,2021-05-28,5,2021-06-09,21,Chasemouth,Western Australia,Australia,Others,Shirt,Mandarin Collar,S,orange
107,22,912,96,1,96,180,2021-05-28,5,2021-06-09,21,Chasemouth,Western Australia,Australia,Others,Trousers,Drawstring,M,red
108,23,238,106,2,212,652,2021-05-17,5,2021-05-22,63,North Isabelleside,South Australia,Australia,Male,Shirt,Chambray,L,indigo
109,23,809,117,3,351,652,2021-05-17,5,2021-05-22,63,North Isabelleside,South Australia,Australia,Male,Jacket,Shearling,XL,red
110,24,8,96,1,96,469,2021-09-04,9,2021-09-20,78,Andrewborough,New South Wales,Australia,Female,Shirt,Oxford Cloth,L,orange
111,24,852,113,2,226,469,2021-09-04,9,2021-09-20,78,Andrewborough,New South Wales,Australia,Female,Trousers,Chinos,M,yellow
112,25,736,109,3,327,562,2021-07-04,7,2021-07-08,58,West Rubyland,Queensland,Australia,Others,Jacket,Peacoat,S,red
113,25,593,100,2,200,562,2021-07-04,7,2021-07-08,58,West Rubyland,Queensland,Australia,Others,Jacket,Bomber,L,violet
114,26,808,117,2,234,732,2021-04-25,4,2021-05-04,80,Port Aaronton,Queensland,Australia,Others,Jacket,Shearling,L,red
115,26,154,91,3,273,732,2021-04-25,4,2021-05-04,80,Port Aaronton,Queensland,Australia,Others,Shirt,Linen,XL,yellow
116,26,453,107,1,107,732,2021-04-25,4,2021-05-04,80,Port Aaronton,Queensland,Australia,Others,Jacket,Denim,L,violet
117,27,302,105,2,210,443,2021-05-16,5,2021-05-28,49,Crooksshire,Victoria,Australia,Others,Shirt,Cuban Collar,M,blue
118,27,823,117,1,117,443,2021-05-16,5,2021-05-28,49,Crooksshire,Victoria,Australia,Others,Jacket,Shearling,L,green
119,27,360,94,1,94,443,2021-05-16,5,2021-05-28,49,Crooksshire,Victoria,Australia,Others,Shirt,Henley,XS,yellow
120,27,430,107,1,107,443,2021-05-16,5,2021-05-28,49,Crooksshire,Victoria,Australia,Others,Jacket,Denim,XS,yellow
121,27,1027,90,3,270,443,2021-05-16,5,2021-05-28,49,Crooksshire,Victoria,Australia,Others,Trousers,Relaxed Leg,M,yellow
122,27,603,112,1,112,443,2021-05-16,5,2021-05-28,49,Crooksshire,Victoria,Australia,Others,Jacket,Cardigan,L,orange
123,27,843,113,2,226,443,2021-05-16,5,2021-05-28,49,Crooksshire,Victoria,Australia,Others,Trousers,Chinos,L,red
124,28,19,96,2,192,206,2021-08-19,8,2021-09-04,66,South Clairetown,Queensland,Australia,Others,Shirt,Oxford Cloth,XL,green
125,28,226,106,2,212,206,2021-08-19,8,2021-09-04,66,South Clairetown,Queensland,Australia,Others,Shirt,Chambray,S,green
126,28,1158,99,1,99,206,2021-08-19,8,2021-09-04,66,South Clairetown,Queensland,Australia,Others,Trousers,High-Waisted,L,red
127,28,730,119,1,119,206,2021-08-19,8,2021-09-04,66,South Clairetown,Queensland,Australia,Others,Jacket,Trench Coat,XS,violet
128,28,2,96,2,192,206,2021-08-19,8,2021-09-04,66,South Clairetown,Queensland,Australia,Others,Shirt,Oxford Cloth,M,red
129,28,761,109,2,218,206,2021-08-19,8,2021-09-04,66,South Clairetown,Queensland,Australia,Others,Jacket,Peacoat,S,indigo
130,28,684,113,3,339,206,2021-08-19,8,2021-09-04,66,South Clairetown,Queensland,Australia,Others,Jacket,Parka,XL,green
131,28,922,96,2,192,206,2021-08-19,8,2021-09-04,66,South Clairetown,Queensland,Australia,Others,Trousers,Drawstring,M,yellow
132,28,1053,93,2,186,206,2021-08-19,8,2021-09-04,66,South Clairetown,Queensland,Australia,Others,Trousers,Joggers,L,red
133,28,1259,112,3,336,206,2021-08-19,8,2021-09-04,66,South Clairetown,Queensland,Australia,Others,Trousers,Tracksuit Bottoms,XL,violet
134,28,803,91,2,182,206,2021-08-19,8,2021-09-04,66,South Clairetown,Queensland,Australia,Others,Jacket,Pullover,L,violet
135,29,633,93,1,93,993,2021-03-22,3,2021-03-28,24,Michaelberg,Victoria,Australia,Others,Jacket,Coach,L,red
136,29,907,94,3,282,993,2021-03-22,3,2021-03-28,24,Michaelberg,Victoria,Australia,Others,Trousers,Cords,M,violet
137,29,246,95,2,190,993,2021-03-22,3,2021-03-28,24,Michaelberg,Victoria,Australia,Others,Shirt,Polo,S,red
138,29,762,109,3,327,993,2021-03-22,3,2021-03-28,24,Michaelberg,Victoria,Australia,Others,Jacket,Peacoat,M,indigo
139,30,407,119,2,238,260,2021-07-07,7,2021-07-26,27,Trompview,Tasmania,Australia,Female,Shirt,Casual Slim Fit,M,blue
140,30,325,109,2,218,260,2021-07-07,7,2021-07-26,27,Trompview,Tasmania,Australia,Female,Shirt,Mandarin Collar,XS,yellow
141,30,2,96,1,96,260,2021-07-07,7,2021-07-26,27,Trompview,Tasmania,Australia,Female,Shirt,Oxford Cloth,M,red
142,30,411,119,2,238,260,2021-07-07,7,2021-07-26,27,Trompview,Tasmania,Australia,Female,Shirt,Casual Slim Fit,S,indigo
143,30,1167,99,1,99,260,2021-07-07,7,2021-07-26,27,Trompview,Tasmania,Australia,Female,Trousers,High-Waisted,M,yellow
144,30,462,118,3,354,260,2021-07-07,7,2021-07-26,27,Trompview,Tasmania,Australia,Female,Jacket,Puffer,M,orange
145,31,484,118,2,236,727,2021-03-11,3,2021-04-05,26,Jacobport,New South Wales,Australia,Female,Jacket,Puffer,XL,indigo
146,31,1071,93,1,93,727,2021-03-11,3,2021-04-05,26,Jacobport,New South Wales,Australia,Female,Trousers,Joggers,S,blue
147,31,1245,112,1,112,727,2021-03-11,3,2021-04-05,26,Jacobport,New South Wales,Australia,Female,Trousers,Tracksuit Bottoms,XS,blue
148,32,1096,115,3,345,627,2021-06-17,6,2021-07-14,51,Port Christopher,South Australia,Australia,Others,Trousers,Cropped,S,yellow
149,32,323,109,1,109,627,2021-06-17,6,2021-07-14,51,Port Christopher,South Australia,Australia,Others,Shirt,Mandarin Collar,L,orange
150,32,22,96,3,288,627,2021-06-17,6,2021-07-14,51,Port Christopher,South Australia,Australia,Others,Shirt,Oxford Cloth,M,blue
151,33,486,118,2,236,588,2021-07-01,7,2021-07-07,48,West Danieltown,Victoria,Australia,Others,Jacket,Puffer,S,violet
152,33,1173,99,3,297,588,2021-07-01,7,2021-07-07,48,West Danieltown,Victoria,Australia,Others,Trousers,High-Waisted,L,green
153,33,322,109,3,327,588,2021-07-01,7,2021-07-07,48,West Danieltown,Victoria,Australia,Others,Shirt,Mandarin Collar,M,orange
154,33,955,97,3,291,588,2021-07-01,7,2021-07-07,48,West Danieltown,Victoria,Australia,Others,Trousers,Slim-Fit,XS,yellow
155,33,511,102,2,204,588,2021-07-01,7,2021-07-07,48,West Danieltown,Victoria,Australia,Others,Jacket,Windbreaker,S,blue
156,34,817,117,2,234,412,2021-05-23,5,2021-05-30,21,Hackettchester,South Australia,Australia,Others,Jacket,Shearling,M,yellow
157,34,555,98,1,98,412,2021-05-23,5,2021-05-30,21,Hackettchester,South Australia,Australia,Others,Jacket,Leather,XS,violet
158,34,775,91,3,273,412,2021-05-23,5,2021-05-30,21,Hackettchester,South Australia,Australia,Others,Jacket,Pullover,XS,orange
159,34,62,104,1,104,412,2021-05-23,5,2021-05-30,21,Hackettchester,South Australia,Australia,Others,Shirt,Dress,M,indigo
160,35,991,106,2,212,358,2021-08-31,8,2021-09-07,64,Kreigerbury,Northern Territory,Australia,Others,Trousers,Wool,S,yellow
161,35,527,98,1,98,358,2021-08-31,8,2021-09-07,64,Kreigerbury,Northern Territory,Australia,Others,Jacket,Leather,M,red
162,35,1257,112,2,224,358,2021-08-31,8,2021-09-07,64,Kreigerbury,Northern Territory,Australia,Others,Trousers,Tracksuit Bottoms,M,violet
163,35,1043,90,1,90,358,2021-08-31,8,2021-09-07,64,Kreigerbury,Northern Territory,Australia,Others,Trousers,Relaxed Leg,L,indigo
164,35,549,98,1,98,358,2021-08-31,8,2021-09-07,64,Kreigerbury,Northern Territory,Australia,Others,Jacket,Leather,XL,blue
165,35,302,105,1,105,358,2021-08-31,8,2021-09-07,64,Kreigerbury,Northern Territory,Australia,Others,Shirt,Cuban Collar,M,blue
166,35,671,113,3,339,358,2021-08-31,8,2021-09-07,64,Kreigerbury,Northern Territory,Australia,Others,Jacket,Parka,S,orange
167,36,675,113,1,113,51,2021-08-22,8,2021-09-04,52,South Evaport,Northern Territory,Australia,Others,Jacket,Parka,XS,yellow
168,36,636,93,3,279,51,2021-08-22,8,2021-09-04,52,South Evaport,Northern Territory,Australia,Others,Jacket,Coach,S,orange
169,36,37,104,2,208,51,2021-08-22,8,2021-09-04,52,South Evaport,Northern Territory,Australia,Others,Shirt,Dress,M,red
170,36,831,117,2,234,51,2021-08-22,8,2021-09-04,52,South Evaport,Northern Territory,Australia,Others,Jacket,Shearling,S,indigo
171,36,737,109,2,218,51,2021-08-22,8,2021-09-04,52,South Evaport,Northern Territory,Australia,Others,Jacket,Peacoat,M,red
172,36,203,98,1,98,51,2021-08-22,8,2021-09-04,52,South Evaport,Northern Territory,Australia,Others,Shirt,Camp Collared,L,indigo
173,37,809,117,3,351,78,2021-07-07,7,2021-07-18,38,Lake Alihaven,Northern Territory,Australia,Others,Jacket,Shearling,XL,red
174,37,995,106,3,318,78,2021-07-07,7,2021-07-18,38,Lake Alihaven,Northern Territory,Australia,Others,Trousers,Wool,XS,green
175,37,605,112,3,336,78,2021-07-07,7,2021-07-18,38,Lake Alihaven,Northern Territory,Australia,Others,Jacket,Cardigan,XS,yellow
176,37,608,112,2,224,78,2021-07-07,7,2021-07-18,38,Lake Alihaven,Northern Territory,Australia,Others,Jacket,Cardigan,L,yellow
177,37,645,93,2,186,78,2021-07-07,7,2021-07-18,38,Lake Alihaven,Northern Territory,Australia,Others,Jacket,Coach,XS,green
178,38,1015,90,2,180,809,2021-02-03,2,2021-02-19,76,South Tyler,Tasmania,Australia,Others,Trousers,Relaxed Leg,XS,red
179,38,503,102,1,102,809,2021-02-03,2,2021-02-19,76,South Tyler,Tasmania,Australia,Others,Jacket,Windbreaker,L,yellow
180,38,138,92,2,184,809,2021-02-03,2,2021-02-19,76,South Tyler,Tasmania,Australia,Others,Shirt,Denim,L,violet
181,39,621,112,2,224,466,2021-02-26,2,2021-03-20,28,North Justin,South Australia,Australia,Male,Jacket,Cardigan,S,indigo
182,39,338,109,2,218,466,2021-02-26,2,2021-03-20,28,North Justin,South Australia,Australia,Male,Shirt,Mandarin Collar,L,blue
183,39,148,91,3,273,466,2021-02-26,2,2021-03-20,28,North Justin,South Australia,Australia,Male,Shirt,Linen,L,orange
184,39,631,93,3,279,466,2021-02-26,2,2021-03-20,28,North Justin,South Australia,Australia,Male,Jacket,Coach,S,red
185,39,916,96,1,96,466,2021-02-26,2,2021-03-20,28,North Justin,South Australia,Australia,Male,Trousers,Drawstring,S,orange
186,39,317,109,2,218,466,2021-02-26,2,2021-03-20,28,North Justin,South Australia,Australia,Male,Shirt,Mandarin Collar,M,red
187,39,49,104,1,104,466,2021-02-26,2,2021-03-20,28,North Justin,South Australia,Australia,Male,Shirt,Dress,XL,yellow
188,39,1030,90,2,180,466,2021-02-26,2,2021-03-20,28,North Justin,South Australia,Australia,Male,Trousers,Relaxed Leg,XS,green
189,39,892,94,3,282,466,2021-02-26,2,2021-03-20,28,North Justin,South Australia,Australia,Male,Trousers,Cords,M,green
190,39,20,96,2,192,466,2021-02-26,2,2021-03-20,28,North Justin,South Australia,Australia,Male,Shirt,Oxford Cloth,XS,blue
191,40,333,109,2,218,86,2021-01-07,1,2021-01-19,76,Gleasonport,Tasmania,Australia,Others,Shirt,Mandarin Collar,L,green
192,40,650,93,1,93,86,2021-01-07,1,2021-01-19,76,Gleasonport,Tasmania,Australia,Others,Jacket,Coach,XS,blue
193,40,479,118,3,354,86,2021-01-07,1,2021-01-19,76,Gleasonport,Tasmania,Australia,Others,Jacket,Puffer,XL,blue
194,40,688,113,3,339,86,2021-01-07,1,2021-01-19,76,Gleasonport,Tasmania,Australia,Others,Jacket,Parka,L,blue
195,41,1012,106,1,106,790,2021-01-03,1,2021-01-09,67,Nathanfort,Australian Capital Territory,Australia,Others,Trousers,Wool,M,violet
196,41,730,119,1,119,790,2021-01-03,1,2021-01-09,67,Nathanfort,Australian Capital Territory,Australia,Others,Jacket,Trench Coat,XS,violet
197,41,579,100,3,300,790,2021-01-03,1,2021-01-09,67,Nathanfort,Australian Capital Territory,Australia,Others,Jacket,Bomber,XL,green
198,42,866,113,1,113,690,2021-07-29,7,2021-08-02,34,Port Annabelle,Northern Territory,Australia,Others,Trousers,Chinos,S,indigo
199,42,978,97,2,194,690,2021-07-29,7,2021-08-02,34,Port Annabelle,Northern Territory,Australia,Others,Trousers,Slim-Fit,L,violet
200,42,330,109,1,109,690,2021-07-29,7,2021-08-02,34,Port Annabelle,Northern Territory,Australia,Others,Shirt,Mandarin Collar,XS,green
201,42,1225,112,1,112,690,2021-07-29,7,2021-08-02,34,Port Annabelle,Northern Territory,Australia,Others,Trousers,Tracksuit Bottoms,XS,red
202,43,1146,102,2,204,570,2021-07-13,7,2021-08-03,35,New Masonstad,New South Wales,Australia,Others,Trousers,Cargo Pants,S,indigo
